Si,Fe,Cu,Mn,Mg,Cr,Zn,V,Ti,Zr,Li,Ni,Be,Sc,Ag,Bi,Pb,Al,SS Temp,Ageing Temp,Ageing Time,UTS-real,UTS-pred,error
0,0,0.39,0.28,2.02,0,5.48,0,0,0.11,0,0,0,0.26,0,0,0,91.46,460,120,24,567.4,516.78,8.92%
0.4,0.175,0.1,0.1,0.675,0,0,0,0,0,0,0,0,0,0,0,0,98.55,520,175,8,235,213.99,8.94%
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0,0.15,0.05,0,0,0,0,0,0,0,92,495,190,12,425,463.19,8.98%
0,0,0.39,0.28,2.02,0,5.48,0,0,0.11,0,0,0,0.26,0,0,0,91.46,490,120,24,550.8,501.31,8.99%
0.2,0.5,4.1,0.6,1.2,0.1,0.1,0,0,0,0,0,0,0,0,0,0,93.2,500,100,20,609,553.71,9.08%
0.85,0.7,4.45,0.8,0.5,0.1,0.25,0,0.15,0,0,0,0,0,0,0,0,92.2,500,160,18,395,430.90,9.09%
0.5,0.5,4.5,0.58,1.5,0.01,0.25,0,0.15,0,0,0,0,0,0,0,0,92.01,500,180,120,392,427.76,9.12%
0,0,0.37,0.28,1.96,0,5.45,0,0,0.11,0,0,0,0.26,0,0,0,91.57,470,120,48,577,524.25,9.14%
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0,0,0.12,0,0,0,0,0,0,0,87.7013,477,160,1,593.5,538.22,9.31%
0.01,0.02,1.42,0.01,2.19,0.19,5.37,0,0.01,0,0,0,0,0,0,0,0,90.78,470,170,24,547,495.95,9.33%
0,0,1.6,0,2.2,0.22,5.7,0,0,0,0,0,0,0,0,0,0,90.28,515,155,3,565,512.03,9.37%
0.6,0,0.25,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,97.9,525,181,8.5,315,285.41,9.39%
0,0,0,0.35,1.98,0,5.42,0,0,0.12,0,0,0,0.12,0,0,0,92.01,470,120,12,531,480.83,9.45%
1.4,0,1,0.8,1.1,0,0,0,0,0,0,0,0,0,0,0,0,95.7,530,175,8,395,357.65,9.45%
0.01,0.08,5.64,0.33,0.23,0,0,0.09,0.11,0.15,0,0,0,0,0,0,0,93.36,530,25,0,349.3,382.38,9.47%
1,0.25,0.1,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,97.45,505,170,6,281,307.70,9.50%
0.83,0.29,3.91,0.55,0.47,0.01,0.06,0,0.07,0,0,0,0,0,0,0,0,93.81,500,160,24,470,424.86,9.60%
0.4,0.15,0.2,0.05,0.675,0,0.05,0,0,0,0,0,0,0,0,0,0,98.475,520,175,8,186,203.87,9.61%
1.35,0.5,0.95,0.85,1.1,0.4,0.25,0,0.2,0,0,0,0,0,0,0,0,94.4,530,175,8,395,357.04,9.61%
0.6,0,0.28,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,97.92,530,160,18,310,339.86,9.63%
0,0,0.37,0.28,1.96,0,5.45,0,0,0.11,0,0,0,0.26,0,0,0,91.57,470,120,32,583.3,525.61,9.89%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,160,1,563.5,506.69,10.08%
0.4,0.075,0.2,0.05,0.675,0,0,0,0,0,0,0,0,0,0,0,0,98.6,520,175,8,239,214.72,10.16%
0.5,0.7,4,0.7,0.6,0.1,0.25,0,0.15,0,0,0,0,0,0,0,0,93,500,160,18,390,429.64,10.16%
0.5,0.7,4,0.7,0.6,0.1,0.25,0,0.15,0,0,0,0,0,0,0,0,93,500,160,18,390,429.64,10.16%
0.29,0.42,4.2,0.63,1.26,0,0,0,0,0,0,0,0,0,0,0,0,93.2,500,25,0,393,433.36,10.27%
0.85,0,4.44,0.77,0.45,0,0,0,0,0,0,0,0,0,0,0,0,93.49,500,160,8.5,380,419.15,10.30%
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0,0.15,0,0,0,0,0,0,0,0,92.05,495,190,9,427,471.15,10.34%
0,0,1.6,0,2.5,0.25,5.6,0,0,0,0,0,0,0,0,0,0,90.05,465,110,15,505,558.02,10.50%
0.35,0.4,2.1,0.2,3,0.265,7.4,0,0.2,0,0,0,0,0,0,0,0,86.085,465,120,24,675,603.60,10.58%
0.11,0.18,0.33,0.32,1.98,0,5.41,0,0,0.1,0,0,0,0.25,0,0,0,91.32,470,120,12,532,475.48,10.62%
0.9,1,4,0.2,0.675,0.1,0.25,0,0,0,0,2,0,0,0,0,0,90.875,510,170,10,420,374.98,10.72%
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0,0.15,0,0,0,0,0,0,0,0,92.05,495,190,9,425,471.15,10.86%
0.4,0.075,0.2,0.05,0.675,0,0,0,0,0,0,0,0,0,0,0,0,98.6,520,175,8,241,214.72,10.90%
0,0,0.37,0.28,1.96,0,5.45,0,0,0.11,0,0,0,0.26,0,0,0,91.57,470,120,24,584,518.67,11.19%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,336,193.4,215.15,11.25%
0,0,4.6,0.35,0.35,0,0,0,2.5,0,0,0,0,0,0.7,0,0,91.5,512.5,190,5,470,416.88,11.30%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,160,2,571.5,506.69,11.34%
0,0,0.17,0,2.58,0,6.94,0,0,0,0,0,0,0.48,0,0,0,89.83,470,120,32,638,565.48,11.37%
1.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,515,217.5,4,220,245.13,11.42%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,140,2,573.3,507.62,11.46%
0,0,0.39,0.28,2.02,0,5.48,0,0,0.11,0,0,0,0.26,0,0,0,91.46,470,120,24,580.9,513.91,11.53%
0.8,0.7,2.6,0.2,0.35,0.1,0.25,0,0,0,0,0,0,0,0,0,0,95,500,170,10,295,329.26,11.61%
0.51,0.53,4.23,0.65,1.69,0,0,0,0,0,0,0,0,0,0,0,0,92.39,495,25,168,420,469.02,11.67%
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0,0,0.12,0,0,0,0,0,0,0,87.7013,477,160,3,610,538.22,11.77%
0.81,0.27,4.27,0.74,0.52,0.02,0.09,0,0.02,0,0,0,0,0,0,0,0,93.26,500,140,96,400,447.09,11.77%
0.51,0.75,4.07,0.67,1.53,0,0,0,0,0,4,0,0,0,0,0,0,88.47,495,190,12,370,413.76,11.83%
0.15,0.26,1.5,0,2.4,0,5.7,0,0,0,0,0,0,0,0,0,0,89.99,480,140,1,518.3,456.91,11.84%
0.031,0.068,0.003,0,1.57,0,7.82,0,0,0.139,0,0,0,0,0,0,0,90.369,470,120,24,515,576.09,11.86%
0,0,0.37,0.28,1.96,0,5.45,0,0,0.11,0,0,0,0.26,0,0,0,91.57,470,120,12,568,499.88,11.99%
0,0,0,0.35,1.98,0,5.42,0,0,0.12,0,0,0,0.12,0,0,0,92.01,470,120,24,554,487.30,12.04%
0,0,2.2,0,2.5,0,8.6,0,0,0,0,0,0,0,0,0,0,86.7,480,130,24,710,624.15,12.09%
0.5,0.5,4.35,0.6,1.5,0.1,0.25,0,0.15,0.05,0,0,0,0,0,0,0,92,495,190,16,415,465.25,12.11%
0,0,0,0.35,1.98,0,5.42,0,0,0.12,0,0,0,0.12,0,0,0,92.01,470,120,48,545,478.76,12.15%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,140,4,578.1,507.62,12.19%
1.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,515,260,5,200,224.40,12.20%
0.055,0.061,2.35,0.0076,1.94,0.0051,7.76,0,0,0.12,0,0,0,0,0,0,0,87.7013,477,25,0,451.6,507.01,12.27%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,6,278,243.82,12.30%
0.4,0.175,0.1,0.1,0.675,0,0,0,0,0,0,0,0,0,0,0,0,98.55,520,175,8,190,213.99,12.63%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,160,4,580,506.69,12.64%
0,0,0.17,0,2.58,0,6.94,0,0,0,0,0,0,0.48,0,0,0,89.83,470,120,24,641,558.98,12.80%
0,0,0.39,0.28,2.02,0,5.48,0,0,0.11,0,0,0,0.26,0,0,0,91.46,480,120,24,578,503.96,12.81%
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0,0,0,0,0,0,0,0,0,0,97.102,500,25,0,205.2,231.65,12.89%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,100,2,559.4,486.88,12.96%
0.4,0.175,0.1,0.1,0.675,0,0,0,0,0,0,0,0,0,0,0,0,98.55,520,175,8,246,213.99,13.01%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,2,202.6,175.96,13.15%
0.01,0.02,1.42,0.01,2.19,0.19,5.37,0,0.01,0,0,0,0,0,0,0,0,90.78,470,100,24,641,556.62,13.16%
7,0.12,0.01,0,0.47,0,0,0,0.09,0,0,0,0,0,0,0,0,92.31,550,175,6,375.7,326.19,13.18%
0.01,0.02,1.42,0.01,2.19,0.19,5.37,0,0.01,0,0,0,0,0,0,0,0,90.78,470,120,24,636,551.75,13.25%
7,0.13,1.04,0,0.45,0,0,0,0.09,0,0,0,0,0,0,0,0,91.29,525,175,6,386,333.55,13.59%
0,0,0,0,0.6,0.4,7,0,0.15,0,0,0,0,0,0,0,0,91.85,415,180,4,250,284.08,13.63%
0.15,0.26,1.5,0,2.4,0,5.7,0,0,0,0,0,0,0,0,0,0,89.99,480,140,2,529.2,456.91,13.66%
1.35,0.25,0.95,0.85,1.1,0,0,0,0,0,0,0,0,0,0,0,0,95.5,530,175,8,321,365.42,13.84%
0,0,0,0.35,1.98,0,5.42,0,0,0,0,0,0,0,0,0,0,92.25,470,120,24,514,442.75,13.86%
0.4,0.15,0.2,0.05,0.675,0,0.05,0,0,0,0,0,0,0,0,0,0,98.475,520,180,6,186,212.09,14.03%
0.6,0.7,0.275,0.15,1,0.195,0.25,0,0.15,0,0,0,0,0,0,0,0,96.68,530,160,18,290,330.80,14.07%
0.6,0.7,0.275,0.15,1,0.195,0.25,0,0.15,0,0,0,0,0,0,0,0,96.68,530,160,18,290,330.80,14.07%
0.6,0.7,0.275,0.15,1,0.195,0.25,0,0.15,0,0,0,0,0,0,0,0,96.68,530,160,18,290,330.80,14.07%
0,0,0,0.5,2.1,0.3,4.2,0,0,0,0,0,0,0,0,0,0,92.9,400,100,8,230,262.70,14.22%
0,0,0,0.35,1.98,0,5.42,0,0,0,0,0,0,0,0,0,0,92.25,470,120,48,506,433.52,14.32%
0.4,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,98.9,520,175,8,240,205.34,14.44%
0.18,0.11,0.33,0.32,1.98,0,5.7,0,0,0.1,0,0,0,0.25,0,0,0,91.03,470,120,4,495,423.37,14.47%
0.01,0.02,1.39,0,1.58,0,7.55,0,0,0.12,0,0,0,0,0,0,0,89.33,475,100,4,571.5,486.88,14.81%
0.4,0.15,0.2,0.05,0.675,0,0.05,0,0,0,0,0,0,0,0,0,0,98.475,520,175,8,240,203.87,15.05%
0.4,0.075,0.2,0.05,0.675,0,0,0,0,0,0,0,0,0,0,0,0,98.6,520,175,8,186,214.72,15.44%
0.2,0.3,1.55,0.15,2.6,0.2,5.5,0,0,0,0,0,0,0,0,0,0,89.5,490,25,0,368,425.45,15.61%
0.8,0.456,0.321,0.212,0.91,0.021,0.178,0,0,0,0,0,0,0,0,0,0,97.102,500,200,2,321.8,271.43,15.65%
0,0,0,0.35,1.98,0,5.42,0,0,0.12,0,0,0,0.24,0,0,0,91.89,470,120,12,568,479.01,15.67%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,520,175,8,290,243.80,15.93%
0.5,0.5,2.6,0.25,0.45,0.1,0.25,0,0.15,0,0,0,0,0,0,0,0,95.2,500,170,10,300,348.70,16.23%
0,0,0,0.5,2.1,0.3,4.2,0,0,0,0,0,0,0,0,0,0,92.9,530,175,7,255,296.70,16.35%
0.83,0.29,3.91,0.55,0.47,0.01,0.06,0,0.07,0,0,0,0,0,0,0,0,93.81,500,170,18,360,419.44,16.51%
0,0,1.2,0,2.5,0,0,0,0,0.12,2.5,0,0,0,0,0,0,93.68,500,160,36,351.7,410.14,16.62%
0,0,0,0.35,1.98,0,5.42,0,0,0.12,0,0,0,0.24,0,0,0,91.89,470,120,48,577,478.95,16.99%
0,0,0,0.35,1.98,0,5.42,0,0,0.12,0,0,0,0.24,0,0,0,91.89,470,120,24,584,484.69,17.01%
0,0,0,0.35,1.98,0,5.42,0,0,0,0,0,0,0,0,0,0,92.25,470,120,12,498,412.56,17.16%
0.18,0,4.2,0.61,2.2,0,0,0,0,0,2.5,0,0,0,0,0,0,90.31,497,187,16,360,422.17,17.27%
0,0,0.7,0,0.35,0,7.5,0,0,0,0,0,0,0,0,0,0,91.45,530,120,6,220,261.59,18.90%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,520,175,8,205,243.80,18.93%
0.4,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,98.9,520,175,8,255,205.34,19.48%
0.082,0.35,0.12,0.3,2.3,0,5.2,0,0,0.13,0,0,0,0,0,0,0,91.518,470,25,0,327,390.72,19.49%
0,0,10,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,89.75,520,315,3,185,221.30,19.62%
1.35,0.25,0.95,0.85,1.1,0,0,0,0,0,0,0,0,0,0,0,0,95.5,530,175,8,305,365.42,19.81%
1,0.25,0.1,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,97.45,505,170,6,256,307.70,20.20%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,2.5,220.5,175.96,20.20%
1.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,515,155,4.5,250,301.31,20.52%
0.4,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,98.9,520,175,8,170,205.34,20.79%
1.35,0.25,0.275,0.7,0.85,0,0,0,0,0,0,0,0,0,0,0,0,96.575,545,160,18,305,369.57,21.17%
0,0,0,0,0.58,0.5,6,0,0.2,0,0,0,0,0,0,0,0,92.72,530,155,7,235,284.94,21.25%
0,0,0.37,0.28,1.96,0,5.45,0,0,0.11,0,0,0,0.26,0,0,0,91.57,470,120,4,548.7,429.96,21.64%
0.6,0.4,0.3,0.12,1.01,0.2,0.18,0,0,0,0,0,0,0,0,0,0,97.19,500,190,1,387,302.13,21.93%
0,0,1.2,0,2,0,0,0,0,0.12,2.5,0,0,0,0,0,0,94.18,500,160,36,338.4,413.47,22.18%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,3,226.9,175.96,22.45%
0,0,4,0,1.5,0,0,0,0,0,0,2,0,0,0,0,0,92.5,510,205,8,220,270.80,23.09%
0.2,0.3,6.3,0.3,0.02,0,0.1,0.1,0.08,0.175,0,0,0,0,0,0,0,92.425,535,175,18,315,389.40,23.62%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,1,231.4,175.96,23.96%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,0.5,141.6,175.96,24.26%
7,0.13,2.99,0,0.45,0,0,0,0.09,0,0,0,0,0,0,0,0,89.34,515,175,6,442.3,333.23,24.66%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,1.5,234.2,175.96,24.87%
0.51,0.49,3.95,0.96,1.65,0,0,0,0,0,2,0,0,0,0,0,0,90.44,495,25,168,370,463.31,25.22%
0,0,4,0,1.5,0,0,0,0,0,0,2,0,0,0,0,0,92.5,515,342.5,0.0333,205,258.27,25.98%
0,0,4,0,1.5,0,0,0,0,0,0,2,0,0,0,0,0,92.5,515,217.5,4,220,280.32,27.42%
0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,97.7,538,200,4,278,200.90,27.73%
0,0,0,0,0.6,0.4,7,0,0.15,0,0,0,0,0,0,0,0,91.85,415,180,4,220,284.08,29.13%
0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,98.5,538,200,0.25,96,124.14,29.31%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,0.166666667,135.6,175.96,29.76%
0,0,1.22,0,0.61,0,0,0,0,0.08,2.49,0,0,0,0,0,0,95.6,525,25,1440,296,384.37,29.86%
0.6,0.4,0.3,0.12,1.01,0.2,0.18,0,0,0,0,0,0,0,0,0,0,97.19,500,190,2,432,302.13,30.06%
0.51,0.75,4.07,0.67,1.53,0,0,0,0,0,4,0,0,0,0,0,0,88.47,495,25,168,360,473.95,31.65%
0.175,1.1,2.3,0,1.55,0,0.1,0,0.07,0,0,1.05,0,0,0,0,0,93.655,530,200,20,625,420.49,32.72%
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,99.1,538,200,4,82,109.44,33.46%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,525,175,4,265.8,175.96,33.80%
1,0.25,0.1,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,97.45,505,170,6,229,307.70,34.37%
1.1,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,515,155,18,285,386.85,35.74%
0,0,1.2,0,1.5,0,0,0,0,0.12,2.5,0,0,0,0,0,0,94.68,500,160,36,332.3,452.00,36.02%
0,0,4,0,1.5,0,0,0,0,0,0,2,0,0,0,0,0,92.5,510,345,3,185,257.07,38.96%
0,0,1.22,0,0.61,0,0,0,0,0.08,2.49,0,0,0,0,0,0,95.6,525,25,0,264,373.17,41.35%
0.6,0,0.28,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,97.92,530,160,18,240,339.86,41.61%
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,99.1,538,200,0.25,75,109.44,45.92%
0,0,0.5,0,0.7,0,6.5,0,0,0,0,0,0,0,0,0,0,92.3,530,20,504,220,354.47,61.12%
0.6,0.7,0.275,0.15,1,0.195,0.25,0,0.15,0,0,0,0,0,0,0,0,96.68,530,160,18,205,330.80,61.37%
0.6,0.7,0.275,0.15,1,0.195,0.25,0,0.15,0,0,0,0,0,0,0,0,96.68,530,160,18,205,330.80,61.37%
0.4,0.35,0.1,0.1,0.675,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,98.075,520,175,8,150,243.80,62.53%
1.35,0.25,0.275,0.7,0.85,0,0,0,0,0,0,0,0,0,0,0,0,96.575,545,160,18,145,369.57,154.88%
1.35,0.25,0.275,0.7,0.85,0,0,0,0,0,0,0,0,0,0,0,0,96.575,545,160,18,145,369.57,154.88%
